The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
士林區,房地(土地+建物)+車位,臺北市士林區小北街３０號,24.98,商,,,1081223,土地1建物1車位2,一層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1080212,117.31,1,1,1,有,有,28000000,238684,升降機械,16.96,0,親友、員工或其他特殊關係間之交易。；,RPROMLPJKHPFFEA08CA,51.28,6.89,3.36,,
北投區,房地(土地+建物)+車位,臺北市北投區復興三路63號二樓,88.58,住,,,1081120,土地2建物2車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830615,232.97,3,2,2,有,有,15500000,66535,坡道平面,0,0,親友、員工或其他特殊關係間之交易。；,RPVOMLOKKHPFFEA48CA,133.38,56.85,11.43,,
中正區,房地(土地+建物)+車位,臺北市中正區杭州南路一段１８巷１４號１１樓,25.74,住,,,1081123,土地2建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870724,190.33,2,2,2,有,有,43880000,230547,坡道平面,0,0,含增建或未登記建物。,RPQNMLMKJHPFFBA37DA,101.47,3.12,12.9,,
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路３４４巷３８號２１樓之１,19.46,商,,,1081216,土地1建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040206,190.64,3,2,2,有,有,32300000,196208,坡道平面,38.76,2500000,,RPRNMLQKJHPFFBA87DA,88.83,4.65,9.74,,
文山區,房地(土地+建物)+車位,臺北市文山區保儀路６２之２號９樓,18.55,商,,,1081130,土地1建物1車位2,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030613,252.48,3,2,2,有,有,35400000,157802,坡道機械,47.16,3000000,兩車位為子母車位,RPVNMLKLJHPFFAA67DA,117.65,10.14,11.79,,
文山區,房地(土地+建物)+車位,臺北市文山區政大三街２２號３樓,46.36,住,,,1081203,土地1建物1車位1,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,831224,97.88,2,2,1,有,有,10300000,105231,坡道機械,0,1500000,含增建或未登記建物。,RPSNMLTJJHPFFAA08DA,56.6,2.02,6.47,,
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街１１巷３５號,36.96,住,,,1081122,土地2建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830923,119.89,3,2,2,有,有,25800000,239865,坡道機械,19,1600000,含增建或未登記建物。,RPSRMLOKJHPFFCA28DA,84.81,9.74,0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段４５０巷２１弄５３號３樓,46.57,住,,,1080825,土地1建物1車位2,三層，四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880731,247.85,4,2,3,有,有,44660000,180190,坡道平面,0,5000000,含增建或未登記建物。,RPOSMLRJJHPFFCA18DA,123.84,3.42,10.45,,
大安區,房地(土地+建物)+車位,臺北市大安區通化街２００巷７號５樓,28.66,住,,,1081115,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890410,127.52,6,0,2,有,無,25800000,202321,升降機械,0,1200000,含增建或未登記建物。；,RPTPMLTJJHPFFFA88DA,64.03,5.49,7.14,,
北投區,房地(土地+建物)+車位,臺北市北投區知行路２５９號４樓,13.74,住,,,1081109,土地1建物1車位1,四層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1000722,88.8,2,1,1,有,有,12200000,155367,塔式車位,18,1200000,含增建或未登記建物。,RPXVMLOKJHPFFEA76DA,36.75,6.05,4.3,,
北投區,房地(土地+建物)+車位,臺北市北投區新民路1巷8號3樓,21.16,住,,,1090102,土地2建物2車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690805,116.84,3,2,2,有,有,10000000,85587,坡道平面,0,0,親友、員工或其他特殊關係間之交易。；,RPPOMLMLJHPFFEA77DA,95.88,0,7.94,,
松山區,房地(土地+建物)+車位,臺北市松山區三民路２９巷５號十樓之２,44.54,住,,,1081101,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931111,209.3,3,2,2,有,有,14360000,68610,坡道平面,0,0,親友、員工或其他特殊關係間之交易。；,RPWOMLMLJHPFFDA38DA,117.04,4.07,11.24,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段２２９號４樓,64.17,住,,,1081027,土地2建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001114,252.74,5,2,2,有,有,43500000,187069,坡道平面,33.57,2500000,,RPVVMLTJJHPFFCA76DA,130.47,16.79,12.32,,
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街１３７號１０樓,40.68,住,,,1081122,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,258.97,3,2,2,有,有,48880000,213831,坡道平面,42.07,2500000,,RPQQMLTJJHPFFCA38DA,129.03,7.76,13.88,,
中山區,房地(土地+建物)+車位,臺北市中山區朱崙街５０號８樓,18.49,住,,,1081118,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030821,187.05,4,2,2,有,有,64000000,356506,坡道平面,18.75,4000000,含增建或未登記建物。房地交易總價含車位總價新台幣64000000元整，拆分土地交易總價約定為新台幣51404998元整建物交易總價約定為新台幣12595002元整。,RPWOMLMLJHPFFCA28DA,98.98,3.01,15.22,,
文山區,房地(土地+建物)+車位,臺北市文山區興順街８０巷１４號９樓,38.59,住,,,1081222,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960215,190.78,4,2,2,有,有,29000000,171410,坡道機械,36.18,2500000,含增建或未登記建物。,RPSNMLOKJHPFFAA67DA,100.02,0,10.26,,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段312號五樓,16.59,商,,,1081107,土地1建物1車位1,五層，陽台，電梯樓梯間,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.83,3,2,3,有,有,45680000,227456,坡道平面,47.28,0,,RPPNMLSKKHPFFFA28CA,200.83,0,0,,
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷7號14樓之2,53.48,住,,,1030319,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,206.69,4,2,2,有,有,12000000,58058,坡道平面,0,0,親友、員工或其他特殊關係間之交易。；國軍老舊眷村改建之軍宅,RPQNMLTJJHPFFBA97DA,116.65,0,11.4,,
萬華區,房地(土地+建物)+車位,臺北市萬華區東園街66巷24弄1號10樓2,16.75,住,,,1081220,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,137.93,2,2,2,有,有,18660000,135286,坡道平面,0,0,向政府機關承購之案件。；,RPQOMLKMJHPFFBA47DA,60.55,8.05,6.02,,
北投區,房地(土地+建物)+車位,臺北市北投區稻香路31號3樓之1,38.72,住,,,1081201,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071225,184.31,3,2,2,有,有,21480000,116543,坡道平面,47.62,0,,RPXNMLNKKHPFFEA48CA,87.33,0,9.89,,
士林區,房地(土地+建物)+車位,臺北市士林區延平北路五段７１號９樓,10.07,商,,,1081119,土地2建物1車位1,九層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060113,95.78,1,1,1,有,有,14000000,175631,升降機械,22.9,1200000,,RPQNMLOJKHPFFEA77CA,33.75,8.63,4.81,,
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段193巷31號十一樓,25.33,住,,,1081115,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740522,129.47,3,2,2,有,有,27000000,208543,坡道平面,0,0,,RPVNMLNKJHPFFFA28CA,97.02,1.8,9.07,,
士林區,房地(土地+建物)+車位,臺北市士林區德行西路36號13樓之3,9.47,工,,,1081213,土地3建物1車位1,十三層,十三層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,970502,90.52,1,1,1,有,有,15400000,265263,坡道平面,43.02,2800000,含增建或未登記建物。；夾層、陽台外推,RPVOMLSJJHPFFEA68CA,25.14,1.67,4.19,,
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街131巷1號六樓,47.82,住,,,1081206,土地1建物1車位2,六層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070720,260.22,3,2,2,有,無,33250000,155922,坡道平面,69.42,3500000,雨遮不計價,RPSRMLLLJHPFFCA97CA,108.34,6.94,12.21,,
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段２５１巷３７號四樓,22.08,住,,,1081217,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000530,121.66,2,1,1,有,有,23100000,189873,升降平面,31.6,0,含增建或未登記建物。；,RPWOMLPKJHPFFDA48CA,47.83,5.09,5.95,,
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路235巷60弄28號6樓,33.95,住,,,1080916,土地1建物1車位2,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011026,275.13,3,2,2,有,有,39800000,144659,坡道平面,93,0,含增建或未登記建物。；,RPRNMLTJJHPFFDA18CA,106.94,11.58,7.24,,
南港區,房地(土地+建物)+車位,臺北市南港區南港路二段９５號６樓,805.7,工,,,1081016,土地1建物2車位11,六層,十層,廠辦,工業用,鋼筋混凝土造,800204,2564.67,0,0,0,無,有,325000000,126722,坡道平面,0,0,建物交易總價內含建物加值型營業稅,RPOOMLKKJHPFFDA17CA,1778.61,30.85,141.91,,
松山區,房地(土地+建物)+車位,臺北市松山區健康路１７號十二樓,19.89,住,,,1081204,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,860728,90.44,3,2,2,有,有,16650000,184100,坡道平面,0,0,親友、員工或其他特殊關係間之交易。；本次僅移轉持分1/2,RPSNMLNKJHPFFDA77CA,50.26,1.52,5.81,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段１０３巷９６號七樓,53.25,住,,,1081207,土地1建物1車位2,七層，電梯樓梯間,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860603,306.81,3,2,2,有,有,58000000,189042,坡道平面,0,0,,RPPPMLTJJHPFFCA08CA,255.13,0,22.68,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段280巷36號4樓,52.07,住,,,1081125,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,791126,175.76,3,2,2,有,無,27500000,156463,坡道平面,0,0,含增建或未登記建物。；,RPQOMLTJJHPFFCA08CA,151.06,3.26,14.02,,
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路347巷121弄18號,113.22,住,,,1081207,土地1建物1車位2,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,941219,273.86,4,2,2,有,有,56500000,206310,坡道平面,0,0,含增建或未登記建物。；,RPTQMLTJJHPFFCA58CA,132.06,2.5,13.14,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段296巷46號2樓,39.9,住,,,1081118,土地1建物1車位2,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960704,298.3,4,2,3,有,有,55000000,209723,坡道平面,59.89,5000000,含增建或未登記建物。；,RPUQMLTJJHPFFCA68CA,147.08,3.81,12.7,,
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街168巷27號13樓,29.09,住,,,1081211,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841116,163.17,3,2,1,有,有,25060000,153582,坡道平面,0,0,含增建或未登記建物。；,RPURMLTJJHPFFCA78CA,88.06,4.29,9.63,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷４２弄１３號１０樓之２,8.64,商,,,1081220,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,127.7,1,1,1,有,有,19000000,196192,坡道平面,41.04,2000000,,RPTNMLRKJHPFFCA18CA,50.22,3.45,4.39,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷４２弄１１號７樓,10.1,商,,,1081218,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,140.68,1,1,1,有,有,22480000,203533,坡道機械,41.04,2200000,,RPUNMLRKJHPFFCA28CA,58.69,3.25,4.21,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷４２弄１５號９樓之５,9.54,商,,,1081218,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,134.53,1,1,1,有,有,20100000,191464,坡道機械,41.04,2200000,,RPWNMLRKJHPFFCA48CA,55.55,1.9,4.4,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷４２弄１５號１２樓之６,9.54,商,,,1081223,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,135.06,1,1,1,有,有,21500000,203148,坡道平面,41.04,2400000,,RPQOMLRKJHPFFCA97CA,54.48,2.04,5.9,,
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段１４２巷８８號三樓之１,36.56,住,,,1070324,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081016,158.82,4,2,2,有,有,31500000,210883,坡道機械,15.85,1350000,,RPTOMLPJKHPFFAA87CA,76.61,2.65,13.94,,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段88號12樓,22.55,商,,,1081210,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920328,235.08,3,2,2,有,有,37300000,158669,坡道平面,0,0,含增建或未登記建物。；,RPOQMLTJJHPFFBA97CA,112.06,2.59,11.11,,
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段３１號八樓,34.58,住,,,1081211,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980401,195.59,3,2,2,有,有,28484794,162426,升降機械,30.07,1600000,親友、員工或其他特殊關係間之交易。；車位交易總價含2個機械車位,RPRNMLOKJHPFFAA47CA,124.1,4.89,9.47,,
文山區,房地(土地+建物)+車位,臺北市文山區福興路106巷13號11樓,23.77,住,,,1081115,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990819,141.15,3,2,1,有,有,15900000,112646,坡道平面,47.09,0,含增建或未登記建物。；內含獨立產權公設，未包含在棟數內。,RPTOMLKKJHPFFAA37CA,56.72,8.28,4.97,,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷155號2樓,28.36,住,,,1081117,土地4建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030808,110.94,2,2,1,有,有,16600000,149630,塔式車位,15.31,0,含增建或未登記建物。；,RPOOMLKKJHPFFAA86CA,56.18,0,7.97,,
文山區,房地(土地+建物)+車位,臺北市文山區萬壽路62之6號3樓,20.17,住,,,1081025,土地1建物1車位1,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,961023,52.97,1,1,1,有,有,6000000,113272,升降機械,11.01,0,,RPTNMLKKJHPFFAA27CA,22.18,0,4.24,,
中正區,房地(土地+建物)+車位,臺北市中正區金門街４４巷６弄３號四樓,25.34,住,,,1081219,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080129,113.72,2,2,1,有,無,23750000,225591,升降機械,16.42,1800000,,RPSNMLKLJHPFFAA27CA,49.25,5.02,7.22,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段６１號十六樓之３,12.01,商,,,1081027,土地2建物1車位2,十六層,二十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,930120,137.06,3,2,2,有,有,28000000,204275,坡道平面,0,0,親友、員工或其他特殊關係間之交易。；買賣1/2,RPXNMLNKJHPFFAA97CA,61.53,2.79,7.15,,
中正區,房地(土地+建物)+車位,臺北市中正區重慶南路三段161號2樓之2,21.48,住,,,1081129,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010315,215.33,3,2,2,有,有,30180000,140157,坡道平面,32.17,0,,RPPOMLOKJHPFFAA37CA,111.18,6.09,10.93,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段７０９號六樓,27.62,商,,,1081224,土地1建物1車位3,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001028,340.2,3,2,3,有,有,52000000,191038,坡道平面,99.41,6000000,,RPPSMLRKJHPFFCA28CA,135.14,12.84,12.93,,
中山區,房地(土地+建物)+車位,臺北市中山區德惠街２號十二樓,17.84,商,,,1081111,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050829,231.64,4,2,2,有,有,43480000,229924,坡道平面,52.45,2280000,,RPROMLLLJHPFFCA57CA,111.14,10.14,4.57,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段２０６巷１４３弄２９號二樓,65.7,住,,,1081209,土地1建物1車位1,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1030415,173.33,3,2,2,有,有,27000000,155772,坡道平面,23.2,0,,RPRQMLPKJHPFFCA08CA,67.5,17.35,9.53,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段４１１巷７４弄１５號五樓之３,28.42,住,,,1081122,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990913,187.56,3,2,2,有,有,35000000,186607,坡道平面,0,0,,RPTNMLOKJHPFFCA87CA,83.55,10.92,6.17,,
中正區,房地(土地+建物)+車位,臺北市中正區青島西路11號10樓,13.92,商,,,1081209,土地3建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770905,158,3,2,2,有,有,34100000,215823,升降機械,0,0,含增建或未登記建物。；,RPPNMLKKJHPFFBA96CA,120.94,3.78,11.95,,
南港區,房地(土地+建物)+車位,臺北市南港區成福路181號3樓,21.58,其他,,,1081130,土地1建物1車位1,三層，電梯樓梯間,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841129,181.92,4,2,2,有,有,28620000,157322,坡道機械,0,0,含增建或未登記建物。；,RPPOMLKKJHPFFDA27CA,132.31,24.28,12.95,,
中山區,房地(土地+建物)+車位,臺北市中山區基湖路157巷9號三樓,93.82,住,,,1081001,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900227,298.4,3,2,2,有,有,114000000,382038,坡道平面,48.27,0,另有半套衛浴,RPRNMLLJKHPFFCA37CA,168.89,0,14.1,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段316號四樓之1,67.54,其他,,,1081111,土地1建物1車位3,四層,十三層,廠辦,工業用,見使用執照,910520,454.99,3,1,0,有,有,67800000,149014,坡道平面,112.87,0,,RPVOMLKKKHPFFCA87CA,245.68,0,0,,
大安區,房地(土地+建物)+車位,臺北市大安區安和路二段195號3樓,16.66,住,,,1081125,土地3建物1車位1,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800105,199.09,2,2,2,有,有,51280000,257572,坡道平面,0,0,含增建或未登記建物。；,RPXNMLKKJHPFFFA18CA,151.58,6.27,10.33,,
北投區,房地(土地+建物)+車位,臺北市北投區復興三路５８之2號,40.36,住,,,1081204,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061205,108.24,2,2,1,有,有,14500000,146294,坡道平面,25.53,2400000,,RPSOMLPJKHPFFEA18CA,52.41,0,3.66,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷61弄18號五樓,56.29,住,,,1081119,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060421,320.89,0,0,0,無,有,53980000,182964,坡道平面,36.79,2000000,,RPWPMLRKJHPFFEA88CA,153.27,13.47,21.29,,
文山區,房地(土地+建物)+車位,臺北市文山區指南路三段８９號７樓,14.24,住,,,1081216,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030513,96.15,2,1,1,有,有,10800000,144361,坡道平面,33.46,1750000,含增建或未登記建物。,RPOOMLTJJHPFFAA77DA,37.19,1.6,3.98,,
文山區,房地(土地+建物)+車位,臺北市文山區景華街１５０巷１之１號５樓,21.36,住,,,1081124,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960913,111.41,2,2,1,有,有,17880000,157880,升降機械,7.66,1500000,含增建或未登記建物。,RPUNMLOKJHPFFAA87DA,55.8,0.39,7.03,,
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路四段77巷92弄11號三樓之3,37.26,住,,,1081123,土地3建物1車位1,三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,920922,91.97,1,1,1,有,有,10000000,148986,坡道平面,36.26,1700000,含增建或未登記建物。；,RPOPMLNKJHPFFAA37DA,34.49,0,3.31,,
中山區,房地(土地+建物)+車位,臺北市中山區遼寧街７６巷８號５樓,41.86,住,,,1081221,土地1建物1車位1,五層，夾層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860222,165.99,4,2,2,有,無,27600000,166275,升降平面,0,1100000,含增建或未登記建物。,RPSOMLMLJHPFFCA87DA,83.12,27.81,0,,
中山區,房地(土地+建物)+車位,臺北市中山區樂群二路２０６號５樓,47.09,住,,,1081209,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890628,155.72,3,2,2,有,有,25860000,166067,坡道平面,0,2500000,含增建或未登記建物。,RPVNMLLKJHPFFCA87DA,77.76,0,8.22,,
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段５４之６號７樓,17.6,住,,,1081214,土地1建物1車位1,七層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850904,118.41,2,2,1,有,有,17880000,151001,坡道平面,0,2500000,含增建或未登記建物。,RPQNMLMKJHPFFCA47DA,56.86,2.98,8.59,,
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段９９巷１７弄２６之１號,22.67,住,,,1081215,土地1建物1車位1,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731026,81.05,3,2,2,有,無,15200000,187539,坡道平面,0,0,含增建或未登記建物。,RPRNMLMKJHPFFCA57DA,66.28,8.52,0,,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段１８３號５樓之２,7.8,商,,,1081219,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1080604,120.81,2,2,2,有,有,34280000,343585,坡道平面,29.77,3000000,,RPROMLKKJHPFFCA47DA,52.57,4.3,4.62,,
大安區,房地(土地+建物)+車位,臺北市大安區信義路二段２０６號７樓,16.42,商,,,1081119,土地3建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070305,243.3,3,2,2,有,有,85000000,397156,坡道平面,39.35,4000000,,RPUOMLQKJHPFFFA68DA,113.57,3.87,19.21,,
士林區,房地(土地+建物)+車位,臺北市士林區天母東路８巷５８號４樓,45.33,住,,,1081206,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950518,215.33,3,2,2,有,有,58380000,285729,坡道平面,21.51,3000000,含增建或未登記建物。,RPQQMLTJJHPFFEA58DA,125.05,1.92,11.72,,
士林區,房地(土地+建物)+車位,臺北市士林區士東路２００巷６８號９樓,32.79,住,,,1081129,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910122,142.49,4,2,2,有,有,33000000,231595,塔式車位,0,1200000,含增建或未登記建物、權利人2人,RPTQMLNKJHPFFEA38DA,80.7,3.36,7.91,,
士林區,房地(土地+建物)+車位,臺北市士林區環河北路三段２０３號,26.33,住,,,1081204,土地2建物1車位2,一層,十一層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1011008,202.76,2,1,1,有,有,21500000,150469,坡道平面,81.14,3200000,,RPTOMLLLJHPFFEA08DA,82.23,0,0,,
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段１５０巷８號１２樓之３,20.91,其他,,,1081130,土地1建物1車位1,十二層，電梯樓梯間,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,861024,186.63,4,2,2,有,有,42500000,261219,坡道平面,34.65,2800000,含增建或未登記建物。,RPRNMLTKJHPFFDA38DA,153.61,1.69,14.23,,
中正區,房地(土地+建物)+車位,臺北市中正區青島東路4號五樓之7,57.68,住,,,1081101,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720203,292.01,5,2,4,有,有,32000000,109585,坡道平面,0,0,親友、員工或其他特殊關係間之交易。；,RPSOMLRJKHPFFBA18DA,228.89,0,17.17,,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段３４３巷１６號三樓,21.81,住,,,1081222,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070802,105.54,2,1,1,有,有,20710000,219859,升降機械,20.44,2000000,,RPOPMLQKJHPFFEA97CA,48.1,2.4,4.35,,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段３４３巷１６號四樓之１,33.4,住,,,1081121,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070802,152.53,3,2,2,有,有,29700000,209706,升降機械,20.44,2000000,,RPQPMLQKJHPFFEA18CA,73.67,3.38,8.71,,
大安區,房地(土地+建物)+車位,臺北市大安區和平東路一段50巷1弄8號5樓之11,11.94,商,,,1081216,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970414,61.69,2,2,1,有,有,15300000,248014,塔式車位,0,1800000,含增建或未登記建物。；,RPRNMLNKJHPFFFA87CA,22.57,8.07,2.55,,
大安區,房地(土地+建物)+車位,臺北市大安區和平東路一段１１１號二十六樓,37.84,商,,,1081113,土地1建物1車位3,二十六層,三十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031224,604.55,1,2,5,有,有,273760000,514674,坡道平面,92.07,10000000,,RPSNMLNJKHPFFFA97CA,292.61,10.7,25.48,,
